molecule_chembl_id,canonical_smiles
CHEMBL363639,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3F)c2c1C(C)C
CHEMBL3114028,COc1cccc(Nc2nccc(N(C)c3ccc4cn(C)nc4c3)n2)c1
CHEMBL374690,CN(C)C(=O)COc1ccc2c(c1)Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2
CHEMBL375890,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(C#CCOc5ccccc5)s4)n[nH]c2-3)CC1
CHEMBL98475,c1ccc(-c2cnc(Nc3ccc(CN4CCCC4)cn3)s2)cc1
CHEMBL222225,N#Cc1cnc(Nc2cc(CN3CCNCC3)ccn2)s1
CHEMBL222315,Nc1n[nH]c2cccc(-c3ccc(NC(=O)C4CCCCC4)cc3)c12
CHEMBL220057,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
CHEMBL376077,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1
CHEMBL373798,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
CHEMBL3109340,COCCOc1ccn2c(-c3ccc4cccc(OC5CCNCC5)c4n3)cnc2c1
CHEMBL231800,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2C#N)cc1
CHEMBL234275,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc(S(N)(=O)=O)cc1
CHEMBL233667,N#Cc1cnc(Nc2cccc(CN3CCOCC3)c2)nc1-c1ccccc1
CHEMBL233454,N#Cc1cnc(Nc2ccc(CN3CCCC3)cc2)nc1-c1ccccc1
CHEMBL234944,CC(C)(N)c1ccc(-c2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2C#N)cc1
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
CHEMBL4469902,COc1ccc2c(c1)/C(=N/NC(=O)c1ccc(NC(=O)c3ccc(Cl)cc3)cc1)C(=O)N2
CHEMBL4540917,COc1ccc2c(c1)/C(=N/NC(=O)c1ccc(NC(=O)Nc3ccc(Cl)cc3)cc1)C(=O)N2
CHEMBL2430254,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc([N+](=O)[O-])cc21
CHEMBL1681958,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)OC)cc1Cl
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL3951156,COc1cc(OC)cc(N(CC(C)(C)O)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL1704021,CC(C)(CC(=O)O)CC(=O)Nc1cc(-c2ccccc2)[nH]n1
CHEMBL3774563,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1O
CHEMBL3775086,COc1cc2ncnc(Nc3cc(C)cc(O)c3)c2cc1OC
CHEMBL2088095,Cc1cc(CNc2ncc(Br)c(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1
CHEMBL2088100,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1
CHEMBL270086,Nc1noc2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
CHEMBL411725,Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12
CHEMBL3827045,O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCCC2)cc1
CHEMBL428225,COc1ccc2nc(-c3n[nH]cc3/C=C/c3cccnc3)[nH]c2c1
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1
CHEMBL176019,CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1
CHEMBL3657551,Cc1nn(-c2cccc(Nc3ccc4c(c3)c(C(=O)C(F)(F)F)cn4C)n2)cc1CN1CC[C@@H](O)C1
CHEMBL1270795,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1
CHEMBL2180881,COc1cc(C2=C(c3c[nH]c4cccnc34)C(=O)NC2=O)cc(OC)c1OC
CHEMBL1779202,CC1(C)c2cc(C3CCN(C4COC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21
CHEMBL478629,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
CHEMBL383435,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C
CHEMBL380915,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(Br)cccc21
CHEMBL204726,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc(Cl)ccc21
CHEMBL3706822,COCCOc1cc2ncnc(NC3=CC(=O)C(Cl)=C(OC)C3=O)c2cc1OC
CHEMBL3706830,COCCOc1cc2ncnc(NC3=CC(=O)C(SC)=CC3=O)c2cc1OC
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL69827,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CC(O)C(O)C1
CHEMBL98995,COc1cccnc1Nc1ncc(-c2ccccc2)s1
CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
CHEMBL3759149,COc1cc2ncnc(Nc3ccccc3Cl)c2cc1OCCCCCC(=O)NO
CHEMBL3633684,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccc5c(c4)OCO5)cc3)c12
CHEMBL1907763,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1
CHEMBL4558158,Cc1ccc(NC(=O)Nc2cccc(NC(=O)c3ccccn3)c2)cc1
CHEMBL150826,COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC
CHEMBL3780515,c1ccc(-c2cnc3c(Nc4ccc(N5CCOCC5)cc4)nccc3n2)cc1
CHEMBL606410,CCOc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1
CHEMBL598435,O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2ncccc2N1
CHEMBL610512,O=C1Cc2cc3c(=O)[nH]c(=O)[nH]c3nc2-c2ncccc2N1
CHEMBL597586,O=C1Cc2cnc(Nc3ccc(Br)cc3)nc2-c2ccccc2N1
CHEMBL3941474,Nc1c(C(=O)c2cc3ccccc3[nH]2)cnn1-c1ccc2[nH]ccc2c1
CHEMBL245574,COc1ccc2nc(-c3n[nH]cc3/C=C/c3cnccc3C)[nH]c2c1
CHEMBL3644034,C[C@@H](Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F)C(C)(C)O
CHEMBL331465,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1
CHEMBL2409778,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL398458,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C
CHEMBL250198,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C
CHEMBL4442620,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL202643,Cc1cccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c1
CHEMBL236420,CC(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1
CHEMBL381562,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc(F)ccc21
CHEMBL204334,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2ccccc21
CHEMBL3809144,CC1(c2cc(NC(=O)c3ccn4cc(Oc5ncnc6c5CNC6)ccc34)n[nH]2)CC1
CHEMBL3809643,C[C@H]1Cc2c(ncnc2Oc2ccc3ccn(C(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c3c2)CN1
CHEMBL3808854,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(N)n[nH]3)cc2)no1
CHEMBL3809588,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)C4CC4)n[nH]3)cc2)no1
CHEMBL3809608,CC(C)(C)C(=O)Nc1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)[nH]n1
CHEMBL391127,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(Cl)c1
CHEMBL394204,Cc1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1C(F)(F)F
CHEMBL240818,Cc1cc(NC(=O)c2c(C)noc2NCc2ccncc2)ccc1C(F)(F)F
CHEMBL241314,Cc1cc(NC(=O)c2c(NCc3ccncc3)cnn2C)ccc1C(F)(F)F
CHEMBL394203,Cn1cnc(NCc2ccncc2)c1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
CHEMBL265431,CSc1nnc(-c2cn3ncnc(Nc4cnc5[nH]c(C)cc5c4)c3c2C(C)C)o1
CHEMBL220057,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
CHEMBL293712,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2
CHEMBL204099,CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)cc1
CHEMBL2403376,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(F)(F)F)cc43)cc2C1
CHEMBL2403368,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)c1cnoc1C)C3)C(=O)N2
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1
CHEMBL190984,CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1
CHEMBL193386,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4cccnc4)c3)o2)c1
CHEMBL191779,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc(OC)cc3)o2)c1
CHEMBL181636,COC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C(C)(C)C
CHEMBL372765,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)NCc2ccccc2)cc1
CHEMBL270827,CC(C)Cn1c2ccccc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
CHEMBL392513,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1
CHEMBL241265,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(Cl)c1
CHEMBL400061,COc1ccc2c(c(/C=C3\C(=O)NN=C3c3snnc3C)cn2C)c1Br
CHEMBL240209,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1
CHEMBL238530,Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1
CHEMBL394204,Cc1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1C(F)(F)F
CHEMBL241669,Cn1cnc(NCc2ccncc2)c1C(=O)Nc1cccc(OC(F)(F)F)c1
CHEMBL3694713,COCc1cc(N)nc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)n1
CHEMBL3694695,O=C(NCC(F)(F)F)Nc1cc(O)cc(-c2cnc3cc(-c4ccnc(C(F)(F)F)n4)ccn23)c1
CHEMBL223486,CO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1
CHEMBL222076,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCCO)ccc2[nH]1
CHEMBL4065008,CC(=O)N1Cc2ncnc(Oc3ccc4c(ccn4C(=O)Nc4cc(C5CC5)on4)c3)c2C1
CHEMBL4087814,CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c2)ncn1
CHEMBL3808921,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c2)CN1
CHEMBL1761936,CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1
CHEMBL3642838,C=CC(=O)NCc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1
CHEMBL518867,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)S(C)(=O)=O)cc1)c1ccccc1
CHEMBL204754,c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1
CHEMBL3702669,Cc1cc(C(=O)Nc2cccc(C(C)C)c2)cc(N2CCc3ncncc3C2)c1
CHEMBL4169073,Cc1ccc(Nc2nc3cc(Oc4ncnc5c4cnn5C)ccc3n2C)cc1
CHEMBL47965,Cc1cc(C)cc(Nc2nccc(-n3ccnc3C)n2)c1
CHEMBL297675,COc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1
CHEMBL3818017,COc1cccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)c1
CHEMBL364161,O=C(O)CCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1
CHEMBL223086,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCN3CCCC3)ccc2[nH]1
CHEMBL436968,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12
CHEMBL195845,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC(C)C)c(F)cc3F)c2c1C(C)C
CHEMBL3297892,C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1
CHEMBL366079,Cc1c(/C=C2\C(=O)NN=C2c2cnccn2)[nH]c2ccccc12
CHEMBL223129,COCCOn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cccc21
CHEMBL222817,COCCOn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21
CHEMBL223583,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12
CHEMBL427709,Cc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1cnns1)cn2C
CHEMBL3109352,COCCOc1ccn2c(-c3ccc4cccc(O[C@H]5CN[C@H](C(=O)OC)C5)c4n3)cnc2c1
CHEMBL3109351,COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CNC[C@H]5OC)c4n3)cnc2c1
CHEMBL3109348,COCCOc1ccn2c(-c3ccc4cccc(O[C@H]5CC[C@H](N)CC5)c4n3)cnc2c1
CHEMBL3109343,COCCOc1ccn2c(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)cnc2c1
CHEMBL363764,COCCC(=O)Nc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1
CHEMBL197592,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccccc2)cc1
CHEMBL2180882,COc1cc(C2=C(c3c[nH]c4cnccc34)C(=O)NC2=O)cc(OC)c1OC
CHEMBL13976,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C
CHEMBL1914676,Cc1[nH]c(/C=C2\C(=O)Nc3ccncc32)c(C)c1C(=O)NCCN(C)C
CHEMBL3758940,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OCCCCC(=O)NO
CHEMBL47962,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3cncnc3)n2)c1
CHEMBL269862,Nc1noc2cccc(-c3ccc(NC(=O)Nc4cc(F)cc(F)c4)cc3)c12
CHEMBL4250210,CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1
CHEMBL4241638,CCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12
CHEMBL521155,Nc1ncnc2c1ncn2CC(=O)c1c[nH]c2ccccc12
CHEMBL329350,COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1
CHEMBL521552,CNc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccccc12
CHEMBL3648097,CCOc1nc(Nc2ccc(S(=N)(=O)CC)cc2)ncc1Br
CHEMBL3605107,CNC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1
CHEMBL3702662,Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)cc(N2CCc3nc(N)ncc3C2)c1
CHEMBL3702663,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1N1CCc2nc(N)ncc2C1
CHEMBL507533,CCOC(=O)c1cnn2c(N)c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)cnc12
CHEMBL508928,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1
CHEMBL452812,COc1ccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc1
CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
CHEMBL3950292,COc1cc(OC)cc(N(CC#Cc2cnccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL1688352,c1cnc(NCc2ccc3ncccc3c2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1
CHEMBL186001,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O
CHEMBL3706835,COCCOc1cc2ncnc(NC3=CC(=O)C(OCC(F)F)=CC3=O)c2cc1OC
CHEMBL184750,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1
CHEMBL3754785,COc1ccc(-c2cc(NC(=O)Nc3ccccn3)cc(OC)c2OC)cn1
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4
CHEMBL4245415,Cc1coc2ncnc(N(C)c3ccc(N(C)C)cc3)c12
CHEMBL177688,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1
CHEMBL364411,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2ccccc21
CHEMBL3818193,NS(=O)(=O)c1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1
CHEMBL3827098,CN(C)CCOc1ccc(-n2c3c(c4ccc(O)cc4c2=O)C(=O)c2cc(O)ccc2-3)cc1
CHEMBL1241390,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21
CHEMBL1242199,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1
CHEMBL25450,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1
CHEMBL4102831,Cc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(CN(C)C)c4)cc3)c12
CHEMBL281872,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1
CHEMBL3690476,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ncccn4)ccn23)c1
CHEMBL3690384,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(C#CCCO)ccn23)c1
CHEMBL3676342,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3Cl)ncnc2cc1OCCNC(C)=O
CHEMBL2180878,COc1cc(C2=C(c3c[nH]c4ncccc34)C(=O)NC2=O)cc(OC)c1OC
CHEMBL3696088,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc(N)c3C(N)=O)cc2)c1
CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1
CHEMBL194176,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccn4)c3)o2)c1
CHEMBL269871,CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
CHEMBL3911854,COc1cccc(NC(=O)Nc2ccc(-c3cc4ccccc4n3C(N)=O)cc2)c1
CHEMBL119552,O=C(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1
CHEMBL1241946,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1
CHEMBL1651522,COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C/C[C@H](C)OC2=O
CHEMBL420609,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2
CHEMBL2012519,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O
CHEMBL3895378,COc1cc(OC)cc(N(C[C@H](C)N)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL3906938,COc1cc(OC)cc(N(CC#Cc2ncccc2N)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL3950262,C=CCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1
CHEMBL99832,COc1cccc(Nc2ncc(-c3ccccc3)s2)n1
CHEMBL98475,c1ccc(-c2cnc(Nc3ccc(CN4CCCC4)cn3)s2)cc1
CHEMBL82433,O=c1cc(-c2ccc3c(c2)ncn3-c2ccccc2)ccn1CCCN1CCCCC1
CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
CHEMBL4280932,Cc1ccc(C2=Nc3c(n[nH]c3C)Nc3nc(N4CCCCC4)ncc32)cc1
CHEMBL4282864,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccc(C(F)(F)F)cc1
CHEMBL4280119,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccccc1Cl
CHEMBL271042,CCCn1c2ccccc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
CHEMBL3686065,CN1CCC(n2cc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CC1
CHEMBL3690404,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnn(C5CCCNC5)c4)ccn23)c1
CHEMBL3690455,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(CO)cn4)ccn23)c1
CHEMBL4855081,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C)c3)cc2)ncn1
CHEMBL4853870,COc1ccc(-c2csc(NC(=O)CN3CCN(c4cc(=O)[nH]c5ccc(F)cc45)CC3)n2)cc1
CHEMBL398296,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2cc(Cl)ccc21
CHEMBL393963,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(Cl)c1
CHEMBL1242566,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1
CHEMBL371889,COc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
CHEMBL271984,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC
CHEMBL4163581,O=C(Nc1cccc(Cl)c1)Nc1cccc(-c2ccc3c(=O)[nH]cnc3c2)c1
CHEMBL452827,CCNc1nn(C)c2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
CHEMBL4166319,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2c(c1)N(C(=O)CN(C)C)CC2)c1ccccc1
CHEMBL475708,CC(C)(C)c1ccc(NC(=O)c2nscc2NCc2ccncc2)cc1
CHEMBL473288,O=C(Nc1ccc(Br)cc1)c1nscc1NCc1ccncc1
CHEMBL474709,O=C(Nc1ccc2ccccc2n1)c1nscc1NCc1ccncc1
CHEMBL473287,O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccncc1
CHEMBL474709,O=C(Nc1ccc2ccccc2n1)c1nscc1NCc1ccncc1
CHEMBL3745943,CC(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CCNC5)ccc32)n[nH]1
CHEMBL370545,COc1cc(-c2csc3ncnc(N)c23)ccc1NC(=O)Nc1cccc(C)c1
CHEMBL3817989,CONc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1
CHEMBL3657556,CO[C@@H]1CN(Cc2cn(-c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3)nc2C)C[C@@H]1O
CHEMBL3648083,CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL1241581,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL1242198,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21
CHEMBL4530048,COc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)cn2)cc1
CHEMBL2337366,COc1cccc(Nc2nc(N)nc3[nH]c4cccc(Cl)c4c23)c1
CHEMBL3753836,COc1cc(NC(=O)Nc2ccncc2)cc(-c2cccnc2)c1OC
CHEMBL1242288,COc1ccc(-c2nn([C@@H]3CCNC3)c3ncnc(N)c23)cc1O
CHEMBL1269858,CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12
CHEMBL1271559,O=C(Nc1cccc2cccnc12)c1ccc([N+](=O)[O-])cc1
CHEMBL1271616,Cc1ccc(C(=O)Nc2cccc3cccnc23)c(O)c1
CHEMBL324153,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1
CHEMBL1271532,c1cc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)ccc1OCCN1CCOCC1
CHEMBL4465496,O=C(CSC(=S)N1CCN(c2ncccn2)CC1)Nc1cccc(NC(=O)c2ccccn2)c1
CHEMBL485246,Nc1ncnc2ncn(CC(=O)c3c[nH]c4ccccc34)c12
CHEMBL444654,Cc1nc2sccn2c1/C=C/c1ccnc(N)n1
CHEMBL4536156,Nc1ncnc2c3c(n(-c4ccc(CC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)c12)CCC3
CHEMBL4447901,Nc1ncnc2c3c(n(-c4ccc(CC(=O)Nc5ccc6c(c5)CCC6)cc4)c12)CCC3
CHEMBL2016896,O=C(OCc1ccccc1)N1CCc2nc(-c3cc4ccccc4[nH]c3=O)[nH]c2C1
CHEMBL2016899,O=C(c1cccnc1)N1CCc2nc(-c3cc4c(F)cccc4[nH]c3=O)[nH]c2C1
CHEMBL2016917,O=C(CN1CCCCC1)N1CCc2nc(-c3cc4ccccc4[nH]c3=O)[nH]c2C1
CHEMBL4560522,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(COC)nc3)cc12
CHEMBL3678948,C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1
